cityName,stateName,cityCode,locationType,aliasCityName,weightage
Shankarpura,Karnataka,MMTCC10031,CITY,,5000

Bagalkot,Karnataka,MMTCC1080,CITY,,270
Chitradurga,Karnataka,MMTCC1170,CITY,,449
Shegaon (Buldhana),Maharashtra,MMTCC48734,CITY,,361
Sankagiri,Tamil Nadu,MMTCC1799,CITY,,1428
Keelakarai,Tamil Nadu,MMTCC1431,CITY,,761
Humcha,Karnataka,MMTCC6263,CITY,,5000
Bhusawal,Maharashtra,MMTCC5573,CITY,,337
Mallapura,Karnataka,MMTCC9992,CITY,,5000
Udayagiri (Andhra Pradesh),Andhra Pradesh,MMTCC49028,CITY,,968
Revendrapadu,Andhra Pradesh,MMTCC8124,CITY,,5000
Namsai,Arunachal Pradesh,MMTCC10762,CITY,,1868
Bharapar,Gujarat,MMTCC10153,CITY,,5000
Kishanganj,Bihar,MMTCC7364,CITY,,625
Sivagiri (tirunelveli),Tamil Nadu,MMTCC50104,CITY,,1020
Gandhinagar (Gujarat),Gujarat,MMTCC49481,CITY,,69
Savda,Maharashtra,MMTCC6027,CITY,,864
Bajagoli,Karnataka,MMTCC7499,CITY,,2075
Uppinangadi,Karnataka,MMTCC6469,CITY,,1164
Agra,Uttar Pradesh,MMTCC3641,CITY,,36
Aurangabad,Maharashtra,MMTCC1070,CITY,,27
Kandalur,Karnataka,MMTCC7092,CITY,,5000
Chalisgaon,Maharashtra,MMTCC2092,CITY,,533
Phillaur,Punjab,MMTCC10818,CITY,,2075
Miraj,Maharashtra,MMTCC1582,CITY,,200
Kollam,Kerala,MMTCC1455,CITY,,181
Bailhongal,Karnataka,MMTCC11167,CITY,,543
Sangamner,Maharashtra,MMTCC1797,CITY,,787
Alwar,Rajasthan,MMTCC2655,CITY,,1051
Suntikoppa,Karnataka,MMTCC5458,CITY,,5000
Taliparamba,Kerala,MMTCC6165,CITY,,530
Jagun,Assam,MMTCC10733,CITY,,2213
Bhawanipatna,Odisha,MMTCC5477,CITY,,426
Kanchipuram,Tamil Nadu,MMTCC6662,CITY,,352
Haliyal,Karnataka,MMTCC6973,CITY,,1154
Harur,Tamil Nadu,MMTCC1298,CITY,,5000
Khanna,Punjab,MMTCC3684,CITY,,1342
Mudukulathur,Tamil Nadu,MMTCC10129,CITY,,1255
Raxaul,Bihar,MMTCC10461,CITY,,5000
Chavakkad,Kerala,MMTCC1153,CITY,,5000
Sambalpur,Odisha,MMTCC5483,CITY,,597
Ponkunnam,Kerala,MMTCC1733,CITY,,1826
Villupuram,Tamil Nadu,MMTCC1997,CITY,,219
Koratty,Kerala,MMTCC6284,CITY,,1391
Kavoor,Karnataka,MMTCC1427,CITY,,5000
Saligrama(Udupi),Karnataka,MMTCC6623,CITY,,1115
Manamelkudi,Tamil Nadu,MMTCC11174,CITY,,858
Kerur,Karnataka,MMTCC10014,CITY,,2006
Chithode,Tamil Nadu,MMTCC6954,CITY,,1647
Cherupuzha,Kerala,MMTCC1161,CITY,,1035
Khamgaon,Maharashtra,MMTCC1435,CITY,,366
Sathyamangalam,Tamil Nadu,MMTCC7046,CITY,,429
Karad,Maharashtra,MMTCC1401,CITY,,185
Darwha,Maharashtra,MMTCC6958,CITY,,1679
Kalyan,Maharashtra,MMTCC2138,CITY,,161
Hospet,Karnataka,MMTCC1314,CITY,,140
Indore,Madhya Pradesh,MMTCC1324,CITY,,9
Virpur,Gujarat,MMTCC2000,CITY,,676
Kampli,Karnataka,MMTCC7529,CITY,,1312
Kattu Mavidi,Tamil Nadu,MMTCC49719,CITY,,1647
Mahuva(Gujarat),Gujarat,MMTCC47541,CITY,,5000
Sringeri,Karnataka,MMTCC1854,CITY,,640
Godhra,Gujarat,MMTCC10945,CITY,,485
Iritty,Kerala,MMTCC1329,CITY,,503
Bhilwara,Rajasthan,MMTCC1114,CITY,,166
Dhanera,Gujarat,MMTCC6187,CITY,,1154
Udgir,Maharashtra,MMTCC1942,CITY,,315
Kanyakumari,Tamil Nadu,MMTCC1398,CITY,,350
Mahabaleshwar,Maharashtra,MMTCC1528,CITY,,167
Arsikere,Karnataka,MMTCC6473,CITY,,5000
Mettur,Tamil Nadu,MMTCC1580,CITY,,587
Harmannu,Karnataka,MMTCC9172,CITY,,5000
Cuttack,Odisha,MMTCC5502,CITY,,87
Shankaranarayana,Karnataka,MMTCC7960,CITY,,1962
Lonavala,Maharashtra,MMTCC1516,CITY,,284
Talikoti,Karnataka,MMTCC7347,CITY,,825
Balangir,Odisha,MMTCC49296,CITY,,645
Cheranmahadevi,Tamil Nadu,MMTCC7777,CITY,,1962
Puri,Odisha,MMTCC5586,CITY,,344
Kannad,Maharashtra,MMTCC2502,CITY,,1709
Salem,Tamil Nadu,MMTCC1791,CITY,,25
Hubli,Karnataka,MMTCC1316,CITY,,47
Yadur (shimoga),Karnataka,MMTCC50240,CITY,,5000
Mithapur,Gujarat,MMTCC1583,CITY,,1061
Akola (Buldhana),Maharashtra,MMTCC49361,CITY,,132
Sriperumbudur,Tamil Nadu,MMTCC10334,CITY,,832
Pusad,Maharashtra,MMTCC2050,CITY,,572
Kambadakone,Karnataka,MMTCC8140,CITY,,5000
Gamharia,Jharkhand,MMTCC10724,CITY,,5000
Ulhasnagar,Maharashtra,MMTCC5932,CITY,,890
Uchila,Karnataka,MMTCC7101,CITY,,918
Madurai,Tamil Nadu,MMTCC1526,CITY,,14
Delhi,Delhi,MMTCC1199,CITY,,4
Kodaipul,Gujarat,MMTCC10145,CITY,,5000
Kangra,Himachal Pradesh,MMTCC3682,CITY,,277
Nainital,Uttarakhand,MMTCC1621,CITY,,292
Kallal,Tamil Nadu,MMTCC7799,CITY,,1428
Dharapuram,Tamil Nadu,MMTCC6460,CITY,,567
Ramanathapuram,Tamil Nadu,MMTCC10510,CITY,,1597
Ajara,Maharashtra,MMTCC10047,CITY,,1154
Dhenkanal,Odisha,MMTCC5485,CITY,,1962
Venoor,Karnataka,MMTCC1988,CITY,,1295
Ron,Karnataka,MMTCC7927,CITY,,1357
Pune,Maharashtra,MMTCC1744,CITY,,5
Attur (Salem),Tamil Nadu,MMTCC50205,CITY,,671
Mehsana,Gujarat,MMTCC14333,CITY,,149
Bharuch,Gujarat,MMTCC2084,CITY,,136
Dibrugarh,Assam,MMTCC6043,CITY,,244
Barshi,Maharashtra,MMTCC2038,CITY,,752
Muzaffarpur (Bihar),Bihar,MMTCC49847,CITY,,273
Salal,Gujarat,MMTCC10330,CITY,,5000
Sayalkudi,Tamil Nadu,MMTCC7470,CITY,,926
Unjha,Gujarat,MMTCC43274,CITY,,437
Kundapur,Karnataka,MMTCC48683,CITY,,258
Mandya,Karnataka,MMTCC7111,CITY,,1709
Balaramapuram,Kerala,MMTCC10032,CITY,,5000
Paramakudi,Tamil Nadu,MMTCC1693,CITY,,423
Parali,Maharashtra,MMTCC2201,CITY,,1749
Ujire,Karnataka,MMTCC1945,CITY,,1005
Mannargudi,Tamil Nadu,MMTCC5143,CITY,,246
Tenkasi,Tamil Nadu,MMTCC1885,CITY,,178
Shapar,Gujarat,MMTCC6420,CITY,,2380
Malappuram,Kerala,MMTCC1536,CITY,,501
Dhule,Maharashtra,MMTCC2059,CITY,,134
Perungulam,Tamil Nadu,MMTCC1724,CITY,,5000
Ambajogai,Maharashtra,MMTCC5903,CITY,,497
Shaktinagar (Madhya Pradesh),Madhya Pradesh,MMTCC48775,CITY,,2779
Birpur,Bihar,MMTCC10569,CITY,,5000
Uppunda,Karnataka,MMTCC7840,CITY,,2149
Badoli,Gujarat,MMTCC7256,CITY,,5000
Thrippunithra,Kerala,MMTCC49474,CITY,,2006
Ichalkaranji,Maharashtra,MMTCC1320,CITY,,190
Sonepur,Odisha,MMTCC5497,CITY,,5000
Aroor (Tamil Nadu),Tamil Nadu,MMTCC50177,CITY,,5000
Byndoor,Karnataka,MMTCC2090,CITY,,507
Thirunallar (Pondicherry),Tamil Nadu,MMTCC50289,CITY,,360
Vapi,Gujarat,MMTCC1975,CITY,,125
Dharmasthala,Karnataka,MMTCC5403,CITY,,317
Padukone,Karnataka,MMTCC7526,CITY,,2646
Kankroli,Rajasthan,MMTCC1393,CITY,,659
Mandvi,Gujarat,MMTCC2026,CITY,,563
Panipat,Haryana,MMTCC6057,CITY,,581
Ujjain,Madhya Pradesh,MMTCC1946,CITY,,143
Haridwar,Uttarakhand,MMTCC1295,CITY,,83
Bhopal,Madhya Pradesh,MMTCC1119,CITY,,31
Maski,Karnataka,MMTCC7919,CITY,,930
Jaipur,Rajasthan,MMTCC1333,CITY,,10
Jaysingpur (Kolhapur),Maharashtra,MMTCC50346,CITY,,619
Alagiapandiapuram,Tamil Nadu,MMTCC10054,CITY,,5000
Kandavelli,Andhra Pradesh,MMTCC11020,CITY,,5000
Durgapur (West Bengal),West Bengal,MMTCC49311,CITY,,50
Madhubani,Bihar,MMTCC10653,CITY,,796
Bilagi,Karnataka,MMTCC1128,CITY,,1186
Gurupura,Karnataka,MMTCC1289,CITY,,2779
Murickassery,Kerala,MMTCC8214,CITY,,5000
Gangakhed (Parbhani),Maharashtra,MMTCC50227,CITY,,934
Mudipu,Uttar Pradesh,MMTCC9040,CITY,,2149
Gwalior,Madhya Pradesh,MMTCC5366,CITY,,102
Manali,Himachal Pradesh,MMTCC1543,CITY,,29
Pondicherry,Pondicherry State,MMTCC1732,CITY,,24
Karaikudi,Tamil Nadu,MMTCC1404,CITY,,93
Annur,Tamil Nadu,MMTCC7550,CITY,,973
Dergaon,Assam,MMTCC10715,CITY,,899
Walayar,Kerala,MMTCC8043,CITY,,2967
Sindagi,Karnataka,MMTCC6864,CITY,,820
Junagadh,Gujarat,MMTCC43223,CITY,,72
Sullia,Karnataka,MMTCC1860,CITY,,748
Belagavi,Karnataka,MMTCC49259,CITY,,40
Kumbakonam,Tamil Nadu,MMTCC1488,CITY,,58
Matanomadh,Gujarat,MMTCC2175,CITY,,1375
Dondaicha,Maharashtra,MMTCC6246,CITY,,953
Shikrapur,Maharashtra,MMTCC9258,CITY,,2504
Nakhatrana,Gujarat,MMTCC2191,CITY,,801
Gokarna,Karnataka,MMTCC1274,CITY,,163
Alakode,Kerala,MMTCC1023,CITY,,1826
Surat,Gujarat,MMTCC1865,CITY,,16
Thalavaipuram,Tamil Nadu,MMTCC2240,CITY,,5000
Puttur (Karnataka),Karnataka,MMTCC48534,CITY,,511
Lalpur(Gujarat),Gujarat,MMTCC49612,CITY,,1519
Perinthalmanna,Kerala,MMTCC1717,CITY,,494
Kathgodam,Uttarakhand,MMTCC10618,CITY,,755
Mumbai,Maharashtra,MMTCC1599,CITY,Bombay,7
Hebri,Karnataka,MMTCC1302,CITY,,995
Angamaly,Kerala,MMTCC1050,CITY,,196
Bejai,Karnataka,MMTCC7942,CITY,,5000
Nagore (Tamil Nadu),Tamil Nadu,MMTCC48860,CITY,,1357
Namakkal,Tamil Nadu,MMTCC1626,CITY,,168
Wayanad,Kerala,MMTCC5544,CITY,,272
Kanpur,Uttar Pradesh,MMTCC2140,CITY,,37
Pasuvanthanai,Tamil Nadu,MMTCC10185,CITY,,5000
Kadaladi,Tamil Nadu,MMTCC8052,CITY,,1493
Ravapar,Gujarat,MMTCC2219,CITY,,2006
Shahada,Maharashtra,MMTCC5407,CITY,,501
Chandigarh,Chandigarh,MMTCC1149,CITY,,23
Sumerpur,Rajasthan,MMTCC1863,CITY,,506
Samkhayali,Gujarat,MMTCC50024,CITY,,755
Perumanallur,Tamil Nadu,MMTCC2207,CITY,,1357
Ankola,Karnataka,MMTCC1052,CITY,,530
Thenmala,Kerala,MMTCC10862,CITY,,5000
Sanoor,Karnataka,MMTCC8160,CITY,,5000
Somnath,Gujarat,MMTCC1844,CITY,,244
Velayuthampalayam,Tamil Nadu,MMTCC7419,CITY,,885
Hemmadi,Karnataka,MMTCC7523,CITY,,2292
Tumakuru,Karnataka,MMTCC49223,CITY,,325
Kunnicode,Kerala,MMTCC10875,CITY,,5000
Irinjalakuda,Kerala,MMTCC1328,CITY,,5000
Karnal,Haryana,MMTCC6056,CITY,,811
Yellapur,Karnataka,MMTCC2017,CITY,,546
Phagwara,Punjab,MMTCC3713,CITY,,679
Erattupetta,Kerala,MMTCC6156,CITY,,2646
Bhandara,Maharashtra,MMTCC7593,CITY,,986
Tera,Uttar Pradesh,MMTCC10888,CITY,,5000
Kondotty,Kerala,MMTCC5367,CITY,,1749
Tejpura,Madhya Pradesh,MMTCC10333,CITY,,5000
Kolhapur(Maharashtra),Maharashtra,MMTCC43090,CITY,,35
Thisayanvilai,Tamil Nadu,MMTCC1907,CITY,,379
Periyamedu,Tamil Nadu,MMTCC10776,CITY,,5000
Kalamassery,Kerala,MMTCC7301,CITY,,941
Vythiri,Kerala,MMTCC6283,CITY,,1597
Vasudevanallur,Tamil Nadu,MMTCC13434,CITY,,890
Navunda,Karnataka,MMTCC8153,CITY,,1962
Dehradun,Uttarakhand,MMTCC1198,CITY,,26
Jogbani,Bihar,MMTCC10591,CITY,,5000
Vekra,Gujarat,MMTCC10417,CITY,,5000
Muvattupuzha,Kerala,MMTCC6150,CITY,,476
Bangalore,Karnataka,MMTCC1092,CITY,Bengaluru,1
Harpanahalli,Karnataka,MMTCC8138,CITY,,1101
Limbdi,Gujarat,MMTCC7614,CITY,,348
Thiruvalla,Kerala,MMTCC1904,CITY,,290
Valsad,Gujarat,MMTCC1972,CITY,,319
Wardha,Maharashtra,MMTCC3744,CITY,,310
Nagar (Gujarat),Gujarat,MMTCC49135,CITY,,5000
Kolkata,West Bengal,MMTCC6117,CITY,Calcutta,15
Pallathur,Tamil Nadu,MMTCC6907,CITY,,1749
Gokak,Karnataka,MMTCC1273,CITY,,489
Thodupuzha,Kerala,MMTCC1908,CITY,,464
Gadag,Karnataka,MMTCC1256,CITY,,289
Lokapur,Karnataka,MMTCC43140,CITY,,1164
Rajnandgaon,Chhattisgarh,MMTCC8644,CITY,,934
Bidar,Karnataka,MMTCC1124,CITY,,219
Ratdi,Gujarat,MMTCC10904,CITY,,5000
Devipattinam,Tamil Nadu,MMTCC1204,CITY,,1709
Yavatmal,Maharashtra,MMTCC2056,CITY,,195
Maravanthe,Karnataka,MMTCC6925,CITY,,2075
Palani,Tamil Nadu,MMTCC1672,CITY,,188
Uthamapalayam,Tamil Nadu,MMTCC1956,CITY,,716
Vedasandur,Tamil Nadu,MMTCC7324,CITY,,764
Kunnamangalam,Kerala,MMTCC5364,CITY,,2006
Pandalam,Kerala,MMTCC1685,CITY,,1092
Thiruvarur,Tamil Nadu,MMTCC2246,CITY,,246
Mimisal,Tamil Nadu,MMTCC6838,CITY,,645
Mudrangandi,Karnataka,MMTCC50153,CITY,,5000
Mannuthy,Kerala,MMTCC10666,CITY,,2075
Kodaikanal,Tamil Nadu,MMTCC1449,CITY,,175
Samatra,Gujarat,MMTCC10906,CITY,,5000
Washim,Maharashtra,MMTCC2010,CITY,,444
Pahur (Jalgaon),Maharashtra,MMTCC48628,CITY,,1749
Konni,Kerala,MMTCC1457,CITY,,5000
Naranpar,Gujarat,MMTCC6281,CITY,,5000
Anand,Gujarat,MMTCC1045,CITY,,68
Mulki,Karnataka,MMTCC1597,CITY,,606
Mallipattinam,Tamil Nadu,MMTCC11169,CITY,,1541
Arrah (bihar),Bihar,MMTCC48780,CITY,,5000
Attingal,Kerala,MMTCC2879,CITY,,683
Umarkhed (Yavatmal),Maharashtra,MMTCC48859,CITY,,995
kotada,Gujarat,MMTCC43339,CITY,,5000
Bardoli,Gujarat,MMTCC6047,CITY,,1619
Goraya,Punjab,MMTCC3671,CITY,,5000
Shimla,Himachal Pradesh,MMTCC1815,CITY,,54
Kim,Gujarat,MMTCC5376,CITY,,1428
Erode,Tamil Nadu,MMTCC1249,CITY,,56
Mundkur,Karnataka,MMTCC7679,CITY,,2646
Murud (raigad),Maharashtra,MMTCC49295,CITY,,2646
Peth Naka (Satara),Maharashtra,MMTCC49344,CITY,,959
Shahpura (Rajasthan),Rajasthan,MMTCC48667,CITY,,2380
Mcleod Ganj,Himachal Pradesh,MMTCC10671,CITY,,327
Vedaranyam,Tamil Nadu,MMTCC1983,CITY,,663
Baroda,Gujarat,MMTCC43363,CITY,,19
Karaikal,Tamil Nadu,MMTCC49020,CITY,,329
Shirali,Karnataka,MMTCC1818,CITY,,2075
Haveri,Karnataka,MMTCC1301,CITY,,460
Athani(Karnataka),Karnataka,MMTCC43286,CITY,,572
Belman,Karnataka,MMTCC1105,CITY,,1255
Sattur Bypass,Tamil Nadu,MMTCC43203,CITY,,1164
Ahmedabad,Gujarat,MMTCC1015,CITY,,6
Thamarassery,Kerala,MMTCC1891,CITY,,959
Moonupeedika,Kerala,MMTCC7307,CITY,,5000
Gondia,Maharashtra,MMTCC7594,CITY,,1570
Ranipet,Tamil Nadu,MMTCC7021,CITY,,1919
kushtagi,Karnataka,MMTCC1500,CITY,,1146
Ajanta (Aurangabad),Maharashtra,MMTCC49057,CITY,,2779
Chikodi,Karnataka,MMTCC43310,CITY,,467
Kumta,Karnataka,MMTCC1492,CITY,,399
Jalandhar,Punjab,MMTCC1336,CITY,,104
Angul,Odisha,MMTCC5484,CITY,,625
Guwahati,Assam,MMTCC9123,CITY,,33
Nadiad,Gujarat,MMTCC5219,CITY,,173
Pali,Rajasthan,MMTCC43100,CITY,,275
Solapur,Maharashtra,MMTCC43208,CITY,,113
Sirkazhi,Tamil Nadu,MMTCC5553,CITY,,1679
Kudal,Maharashtra,MMTCC1482,CITY,,556
Palayam,Kerala,MMTCC1675,CITY,,5000
Pala,Kerala,MMTCC1667,CITY,,503
Engapuzha,Kerala,MMTCC11155,CITY,,2646
Navalgund,Karnataka,MMTCC7779,CITY,,1570
Amalner (Jalgaon),Maharashtra,MMTCC48866,CITY,,633
Karumathampatti,Tamil Nadu,MMTCC7418,CITY,,5000
Murthal,Haryana,MMTCC10759,CITY,,1408
Bhiloda,Gujarat,MMTCC1112,CITY,,1220
Vyara,Gujarat,MMTCC6050,CITY,,850
Belur (Badami),Karnataka,MMTCC48671,CITY,,2292
Shahapur (Karnataka),Karnataka,MMTCC50035,CITY,,554
Ambalapuzha,Kerala,MMTCC8022,CITY,,1541
Vandse,Karnataka,MMTCC6626,CITY,,5000
Edamon,Kerala,MMTCC10874,CITY,,5000
Kinnigoli,Karnataka,MMTCC1447,CITY,,1092
Pushkar,Rajasthan,MMTCC1746,CITY,,610
Satara,Maharashtra,MMTCC1802,CITY,,251
Marthandam,Tamil Nadu,MMTCC1566,CITY,,138
Burla,Odisha,MMTCC5495,CITY,,2380
Punalur,Kerala,MMTCC6079,CITY,,1042
Keshod,Gujarat,MMTCC1432,CITY,,260
Gobi,Tamil Nadu,MMTCC1272,CITY,,1826
Gandhidham,Gujarat,MMTCC3668,CITY,,127
Amritsar,Punjab,MMTCC1043,CITY,,52
Saibrakatte,Karnataka,MMTCC7846,CITY,,1868
Ettumanoor,Kerala,MMTCC3797,CITY,,521
Ganpatipule,Maharashtra,MMTCC1267,CITY,,742
Perundurai,Tamil Nadu,MMTCC2208,CITY,,539
Sattur,Tamil Nadu,MMTCC6803,CITY,,406
Panvel,Maharashtra,MMTCC2517,CITY,,183
Osmanabad,Maharashtra,MMTCC3407,CITY,,1127
Jamnagar,Gujarat,MMTCC1344,CITY,,42
Nitte(Mangalore),Karnataka,MMTCC43312,CITY,,5000
Jadkal,Karnataka,MMTCC8204,CITY,,2779
Jorhat,Assam,MMTCC10734,CITY,,211
Kukke Subramanya,Karnataka,MMTCC2155,CITY,,551
Kodungallur,Kerala,MMTCC5542,CITY,,5000
Tinsukia,Assam,MMTCC10796,CITY,,322
Manamadurai,Tamil Nadu,MMTCC10660,CITY,,1449
Kulgeri Cross,Karnataka,MMTCC10019,CITY,,2149
Manchakal,Karnataka,MMTCC1546,CITY,,1919
Madikeri,Karnataka,MMTCC1524,CITY,,594
Cuddalore,Tamil Nadu,MMTCC6100,CITY,,197
Parkala,Karnataka,MMTCC2204,CITY,,2967
Digboi,Assam,MMTCC10722,CITY,,752
Pappireddipatti,Tamil Nadu,MMTCC10913,CITY,,5000
Melur,Tamil Nadu,MMTCC1577,CITY,,885
Nithiravilai,Tamil Nadu,MMTCC1652,CITY,,2779
Karwar,Karnataka,MMTCC43110,CITY,,369
Kulithalai,Tamil Nadu,MMTCC7321,CITY,,850
Kattappana,Kerala,MMTCC1424,CITY,,845
Sirsi,Karnataka,MMTCC1839,CITY,,305
Panaikulam,Tamil Nadu,MMTCC1683,CITY,,1792
Humnabad,Karnataka,MMTCC11875,CITY,,297
Bidkalkatte,Karnataka,MMTCC9091,CITY,,2380
Bhavani,Tamil Nadu,MMTCC1110,CITY,,391
Darbhanga,Bihar,MMTCC10576,CITY,,413
Gondal,Gujarat,MMTCC1276,CITY,,286
Hosangadi (Karnataka),Karnataka,MMTCC48567,CITY,,1962
Daramali,Gujarat,MMTCC8669,CITY,,2380
Wai Phata,Maharashtra,MMTCC10052,CITY,,2213
Ner,Maharashtra,MMTCC2049,CITY,,1919
Dayapar,Gujarat,MMTCC6336,CITY,,1519
Idar,Gujarat,MMTCC1321,CITY,,384
Manjeri (Kerala),Kerala,MMTCC50362,CITY,,1077
Malebennur,Karnataka,MMTCC9099,CITY,,5000
Puthiamputhur,Tamil Nadu,MMTCC10186,CITY,,5000
Kagal,Maharashtra,MMTCC10049,CITY,,1749
Haripad,Kerala,MMTCC1297,CITY,,655
Neyveli,Tamil Nadu,MMTCC6463,CITY,,291
Guruvayoor,Kerala,MMTCC1291,CITY,,771
Latur,Maharashtra,MMTCC1508,CITY,,84
Ajmer,Rajasthan,MMTCC1019,CITY,,130
Mijar,Karnataka,MMTCC1581,CITY,,5000
Erandol (Jalgaon),Maharashtra,MMTCC48554,CITY,,941
Goliangadi,Karnataka,MMTCC10029,CITY,,5000
Koduvally,Kerala,MMTCC5363,CITY,,2213
Ahmednagar,Maharashtra,MMTCC2540,CITY,,126
Adipur,Gujarat,MMTCC1011,CITY,,259
Murathangadi,Karnataka,MMTCC8152,CITY,,5000
Vijayapura,Karnataka,MMTCC49111,CITY,,2380
Durg,Chhattisgarh,MMTCC6275,CITY,,419
Mehkar,Maharashtra,MMTCC2048,CITY,,700
Kamrej,Gujarat,MMTCC5377,CITY,,850
Thrissur,Kerala,MMTCC43271,CITY,,76
Barkur,Karnataka,MMTCC1096,CITY,,2075
Jodhpur,Rajasthan,MMTCC1349,CITY,,44
Vellore,Tamil Nadu,MMTCC1986,CITY,,63
Sonari,Assam,MMTCC10792,CITY,,1449
Kherwara,Rajasthan,MMTCC43334,CITY,,1408
Hili,West Bengal,MMTCC7362,CITY,,1709
Karukutty,Kerala,MMTCC7965,CITY,,5000
Parbhani,Maharashtra,MMTCC2202,CITY,,264
Ottapidaram,Tamil Nadu,MMTCC10184,CITY,,2779
Chengalpattu,Tamil Nadu,MMTCC6466,CITY,,1115
Ranebennur,Karnataka,MMTCC1770,CITY,,576
Jalna,Maharashtra,MMTCC1338,CITY,,210
Pathanapuram,Kerala,MMTCC1700,CITY,,5000
Thondi,Tamil Nadu,MMTCC2061,CITY,,728
Nagercoil,Tamil Nadu,MMTCC1616,CITY,,51
Arumuganeri,Tamil Nadu,MMTCC1057,CITY,,806
Ranchi,Jharkhand,MMTCC6064,CITY,,64
Kalady,Kerala,MMTCC1366,CITY,,2149
Kayamkulam,Kerala,MMTCC1429,CITY,,409
Badami,Karnataka,MMTCC7925,CITY,,688
Mudhol,Karnataka,MMTCC43368,CITY,,563
Chittarkottai,Tamil Nadu,MMTCC1173,CITY,,5000
Chennai,Tamil Nadu,MMTCC1159,CITY,Madras,2
Mathura,Uttar Pradesh,MMTCC1568,CITY,,283
Guledgudda,Karnataka,MMTCC1284,CITY,,959
Raniganj,West Bengal,MMTCC26599,CITY,,648
Sasthama,Kerala,MMTCC10169,CITY,,5000
Chotila,Gujarat,MMTCC1179,CITY,,457
Kulur(Karnataka),Karnataka,MMTCC49423,CITY,,5000
Naliya,Gujarat,MMTCC6760,CITY,,1005
Chempi,Karnataka,MMTCC8131,CITY,,5000
Mansore,Rajasthan,MMTCC50078,CITY,,5000
Hadgaon,Maharashtra,MMTCC10272,CITY,,2646
Lucknow,Uttar Pradesh,MMTCC2161,CITY,,13
Shivamogga,Karnataka,MMTCC49583,CITY,,697
Vallabh Vidyanagar,Gujarat,MMTCC2534,CITY,,1312
Aryankavu,Kerala,MMTCC10873,CITY,,5000
Raichur,Karnataka,MMTCC1752,CITY,,206
Theni,Tamil Nadu,MMTCC1897,CITY,,129
Perambalur,Tamil Nadu,MMTCC1713,CITY,,338
Diu,Daman and Diu,MMTCC1225,CITY,,5000
Kumbanad,Kerala,MMTCC1490,CITY,,2075
Chingavanam,Kerala,MMTCC8196,CITY,,1868
Goa,Goa,MMTCC1271,CITY,,12
Saharsa,Bihar,MMTCC10784,CITY,,1919
Belvai,Karnataka,MMTCC7669,CITY,,1749
Nippani,Karnataka,MMTCC50210,CITY,,771
Shriramnagar,Maharashtra,MMTCC9079,CITY,,5000
Jetpur,Gujarat,MMTCC1347,CITY,,262
Gudalur (Ooty),Tamil Nadu,MMTCC43215,CITY,,1110
Gaya,Bihar,MMTCC10071,CITY,,653
Senkottai,Tamil Nadu,MMTCC49959,CITY,,587
Banahatti,Karnataka,MMTCC1090,CITY,,659
Virudhachalam,Tamil Nadu,MMTCC6448,CITY,,403
Bhiwandi,Maharashtra,MMTCC5904,CITY,,1018
Digras (Yavatmal),Maharashtra,MMTCC48994,CITY,,1035
Ashti (Beed),Maharashtra,MMTCC49997,CITY,,2292
Kera,Gujarat,MMTCC6280,CITY,,1868
Ashta,Maharashtra,MMTCC6011,CITY,,1541
Prantij,Gujarat,MMTCC10779,CITY,,2292
Faizpur (Jalgaon),Maharashtra,MMTCC49889,CITY,,1473
Marayur,Kerala,MMTCC8148,CITY,,1962
Kunnamkulam,Kerala,MMTCC6073,CITY,,2213
Vadakara,Kerala,MMTCC1960,CITY,,434
Neyyattinkara,Kerala,MMTCC10038,CITY,,1115
Basavakalyan,Karnataka,MMTCC7287,CITY,,546
Shirwal,Maharashtra,MMTCC7029,CITY,,1868
Quilandy,Kerala,MMTCC1748,CITY,,5000
Cherthala,Kerala,MMTCC3051,CITY,,676
Nidhori,Maharashtra,MMTCC10765,CITY,,5000
Kodinar,Gujarat,MMTCC2150,CITY,,151
Udupi,Karnataka,MMTCC1944,CITY,,94
Hingoli,Maharashtra,MMTCC1307,CITY,,440
Avinashi,Tamil Nadu,MMTCC6142,CITY,,307
Navsari,Gujarat,MMTCC2193,CITY,,327
Siliguri,West Bengal,MMTCC5560,CITY,,71
Chidambaram,Tamil Nadu,MMTCC5178,CITY,,128
Bita,Gujarat,MMTCC10917,CITY,,5000
Manvi,Karnataka,MMTCC1563,CITY,,716
Ooty,Tamil Nadu,MMTCC1661,CITY,,111
Jintur,Maharashtra,MMTCC2131,CITY,,1005
Paramathivelur,Tamil Nadu,MMTCC6177,CITY,,643
Yaragatti,Karnataka,MMTCC7103,CITY,,1209
Manur (Tamil Nadu),Tamil Nadu,MMTCC49610,CITY,,5000
Ammapattinam,Tamil Nadu,MMTCC5558,CITY,,1220
Rishikesh,Uttarakhand,MMTCC1781,CITY,,116
Kottayam,Kerala,MMTCC1473,CITY,,131
Purnea,Bihar,MMTCC48751,CITY,,313
Kalladka,Karnataka,MMTCC7086,CITY,,1962
Pampady,Kerala,MMTCC10250,CITY,,5000
Rasipuram,Tamil Nadu,MMTCC1773,CITY,,640
Rajula,Gujarat,MMTCC1763,CITY,,160
Palayakayal,Tamil Nadu,MMTCC7214,CITY,,1312
Bantwal,Karnataka,MMTCC6065,CITY,,5000
Kateel,Karnataka,MMTCC1418,CITY,,1709
Thampanoor,Kerala,MMTCC10040,CITY,,5000
