cityName,stateName,cityCode,locationType,aliasCityName,weightage
Polasara,Odisha,MMTCC45529,CITY,,5000
Bhutiya,Gujarat,MMTCC45530,CITY,,5000
Garhi,Rajasthan,MMTCC45531,CITY,,5000
Katra (Bihar),Bihar,MMTCC45532,CITY,,5000
Mahemadpur,Gujarat,MMTCC45533,CITY,,5000
Chilhati,Chhattisgarh,MMTCC45534,CITY,,5000
Akhaj,Gujarat,MMTCC45535,CITY,,5000
Goyali,Rajasthan,MMTCC45536,CITY,,5000
Kubri,Jharkhand,MMTCC45537,CITY,,5000
Pithvajal,Gujarat,MMTCC45538,CITY,,5000
Kandorna,Gujarat,MMTCC12885,CITY,,5000
Vadtal,Gujarat,MMTCC45539,CITY,,5000
Thapla,Uttarakhand,MMTCC45540,CITY,,5000
Asron,Punjab,MMTCC45541,CITY,,5000
Pachmarhi,Madhya Pradesh,MMTCC45542,CITY,,5000
Goindval,Punjab,MMTCC45543,CITY,,5000
Kagdana,Haryana,MMTCC45544,CITY,,5000
Bhatvadar,Gujarat,MMTCC45545,CITY,,5000
Pathrot,Maharashtra,MMTCC45546,CITY,,5000
Lohgaon,Maharashtra,MMTCC45547,CITY,,5000
Shemba,Maharashtra,MMTCC45548,CITY,,5000
Colonelganj,Uttar Pradesh,MMTCC45549,CITY,,2075
Amjuru,Andhra Pradesh,MMTCC45550,CITY,,5000
Uppumilli,Andhra Pradesh,MMTCC45551,CITY,,5000
Pedhavada,Gujarat,MMTCC12771,CITY,,5000
Rangia,Assam,MMTCC45552,CITY,,5000
Mundlana,Haryana,MMTCC45553,CITY,,5000
Chordi,Gujarat,MMTCC45554,CITY,,5000
Marwar Junction,Rajasthan,MMTCC45555,CITY,,5000
Deradi Janbai,Gujarat,MMTCC45556,CITY,,5000
Sagarpali,Uttar Pradesh,MMTCC45557,CITY,,5000
Yedthady,Karnataka,MMTCC45558,CITY,,5000
Malvan (gujarat),Gujarat,MMTCC49021,CITY,,1709
Vandaliya,Gujarat,MMTCC45559,CITY,,5000
Sultanpur,Uttarakhand,MMTCC45560,CITY,,5000
Kharosa (latur),Maharashtra,MMTCC45561,CITY,,5000
Chudva,Gujarat,MMTCC45562,CITY,,5000
Jindran,Haryana,MMTCC45563,CITY,,5000
Amroniya,Madhya Pradesh,MMTCC45564,CITY,,5000
Warul,Maharashtra,MMTCC45565,CITY,,5000
Dayalpura,Rajasthan,MMTCC45566,CITY,,5000
Bhagwanpura,Haryana,MMTCC45567,CITY,,5000
Monpar,Gujarat,MMTCC45568,CITY,,5000
Bamhani,Madhya Pradesh,MMTCC45569,CITY,,5000
Sardhar (Rajkot),Gujarat,MMTCC45570,CITY,,5000
Gorebal Camp(Raichur),Karnataka,MMTCC45571,CITY,,5000
Mangli,Rajasthan,MMTCC45572,CITY,,5000
Raliyana,Gujarat,MMTCC45573,CITY,,5000
Kalyanpur,Uttar Pradesh,MMTCC45574,CITY,,5000
Mohate,Maharashtra,MMTCC45575,CITY,,5000
Vallabhnagar,Rajasthan,MMTCC45576,CITY,,5000
Samalkha,Haryana,MMTCC11810,CITY,,5000
Bordi,Maharashtra,MMTCC45577,CITY,,5000
Gondwal,Punjab,MMTCC45578,CITY,,5000
Prahaladgadh,Gujarat,MMTCC45579,CITY,,5000
Nelkaranji,Maharashtra,MMTCC45580,CITY,,5000
Jiragadh,Gujarat,MMTCC12917,CITY,,5000
Chitrakoot,Madhya Pradesh,MMTCC45581,CITY,,2213
Naugarh,Uttar Pradesh,MMTCC45582,CITY,,5000
Balugaon,Odisha,MMTCC45583,CITY,,5000
Gorjamar,Madhya Pradesh,MMTCC45584,CITY,,5000
Natu Nagar (ratnagiri),Maharashtra,MMTCC45585,CITY,,5000
Lathi (Rj),Rajasthan,MMTCC45586,CITY,,5000
Davli,Gujarat,MMTCC10173,CITY,,5000
Keriya Chad,Gujarat,MMTCC45587,CITY,,5000
Bhrampukar,Himachal Pradesh,MMTCC45588,CITY,,5000
Champawat,Uttarakhand,MMTCC45589,CITY,,5000
Ningala,Gujarat,MMTCC45590,CITY,,5000
Julana Shadipur,Haryana,MMTCC45591,CITY,,5000
Tibadi,Gujarat,MMTCC45592,CITY,,5000
Palasava,Gujarat,MMTCC12819,CITY,,5000
Pappinisseri,Kerala,MMTCC45593,CITY,,5000
Velpur,Andhra Pradesh,MMTCC45594,CITY,,5000
Mota Gundala,Gujarat,MMTCC45595,CITY,,5000
Ludeg,Chhattisgarh,MMTCC45596,CITY,,5000
Koodali,Kerala,MMTCC45597,CITY,,5000
Bakor,Gujarat,MMTCC45598,CITY,,5000
Danpur,Uttar Pradesh,MMTCC45599,CITY,,5000
Tejmalta,Rajasthan,MMTCC45600,CITY,,5000
Bhoringada,Gujarat,MMTCC45601,CITY,,5000
Godpar,Gujarat,MMTCC45602,CITY,,5000
Sarkhani,Maharashtra,MMTCC45603,CITY,,5000
Nana Liliya,Gujarat,MMTCC45604,CITY,,5000
Kas Pathar Bamnoli Package,Maharashtra,MMTCC45605,CITY,,5000
Mustafabad,Haryana,MMTCC45606,CITY,,5000
Tendukheda,Madhya Pradesh,MMTCC11372,CITY,,2779
Ullal,Karnataka,MMTCC45607,CITY,,5000
Madhogarh,Uttar Pradesh,MMTCC14463,CITY,,2779
Kavuru,Andhra Pradesh,MMTCC45608,CITY,,5000
Kesharpura,Gujarat,MMTCC45609,CITY,,5000
Akalgarh,Punjab,MMTCC45610,CITY,,5000
Batadu,Rajasthan,MMTCC45611,CITY,,5000
Walajabad,Tamil Nadu,MMTCC45612,CITY,,5000
Jalalpur,Uttar Pradesh,MMTCC45613,CITY,,5000
Doraguda,Odisha,MMTCC45614,CITY,,5000
Panchtalavda,Gujarat,MMTCC12757,CITY,,5000
Palasner,Maharashtra,MMTCC45615,CITY,,5000
Gogasar,Rajasthan,MMTCC45616,CITY,,5000
Bhikhowal,Punjab,MMTCC45617,CITY,,5000
Kanamala,Kerala,MMTCC45618,CITY,,5000
Kakoshi,Gujarat,MMTCC45619,CITY,,5000
Tarale,Maharashtra,MMTCC12375,CITY,,5000
Bairagarh,Madhya Pradesh,MMTCC45620,CITY,,5000
Dalmia Puram,Tamil Nadu,MMTCC45621,CITY,,5000
Bugga,Punjab,MMTCC45622,CITY,,5000
Medshi,Maharashtra,MMTCC45623,CITY,,5000
Dibiyapur,Uttar Pradesh,MMTCC45624,CITY,,5000
Shyam Garh,Madhya Pradesh,MMTCC45625,CITY,,5000
Nandeshma,Rajasthan,MMTCC45626,CITY,,5000
Kandachipuram,Tamil Nadu,MMTCC45627,CITY,,5000
Akoli,Rajasthan,MMTCC45628,CITY,,5000
Kunkavav Nani,Gujarat,MMTCC45629,CITY,,5000
Kaduthuruthy (kerala),Kerala,MMTCC45630,CITY,,5000
Thalarka,Rajasthan,MMTCC11800,CITY,,5000
Harsore,Rajasthan,MMTCC45631,CITY,,5000
Jamadoba,Jharkhand,MMTCC45632,CITY,,5000
Kamti,Maharashtra,MMTCC45633,CITY,,5000
Halwara,Punjab,MMTCC45634,CITY,,5000
Munsari,Rajasthan,MMTCC45635,CITY,,5000
Singhpura Khurd,Haryana,MMTCC45636,CITY,,5000
Keshloor,Chhattisgarh,MMTCC45637,CITY,,5000
Banur,Punjab,MMTCC45638,CITY,,5000
Badera,Madhya Pradesh,MMTCC45639,CITY,,5000
Pangaon,Dhaka Division,MMTCC45640,CITY,,5000
Babaliya,Gujarat,MMTCC12531,CITY,,2967
Nimkhedi Bk,Maharashtra,MMTCC45641,CITY,,5000
Kusmara,Uttar Pradesh,MMTCC45642,CITY,,5000
Juna Savar,Gujarat,MMTCC45643,CITY,,5000
Gundari,Gujarat,MMTCC45644,CITY,,2779
Chakampar,Gujarat,MMTCC45645,CITY,,5000
Hanuman Pur,Uttar Pradesh,MMTCC45646,CITY,,5000
Chopta,Uttarakhand,MMTCC45647,CITY,,5000
Surera,Rajasthan,MMTCC45648,CITY,,5000
Sargiguda,Odisha,MMTCC45649,CITY,,5000
Mithbav,Maharashtra,MMTCC45650,CITY,,5000
Jassia,Haryana,MMTCC45651,CITY,,5000
Sondarda,Gujarat,MMTCC45652,CITY,,5000
Dongarkinhi,Maharashtra,MMTCC45653,CITY,,5000
Champaner,Gujarat,MMTCC45654,CITY,,5000
Birdha,Uttar Pradesh,MMTCC45655,CITY,,5000
Mohgaon,Maharashtra,MMTCC45656,CITY,,5000
Jamunamukh,Assam,MMTCC45657,CITY,,5000
Mangalwada,Rajasthan,MMTCC15105,CITY,,5000
Asurde,Maharashtra,MMTCC45658,CITY,,5000
Gopalpur,Odisha,MMTCC45659,CITY,,5000
Amabera,Chhattisgarh,MMTCC45660,CITY,,5000
Jandiala Guru,Punjab,MMTCC45661,CITY,,5000
Nani Matli,Gujarat,MMTCC45662,CITY,,5000
Joshi Vihir,Maharashtra,MMTCC45663,CITY,,5000
Kapardi,Gujarat,MMTCC45664,CITY,,5000
Sedhakhai,Gujarat,MMTCC45665,CITY,,5000
Bhadwa,Rajasthan,MMTCC45666,CITY,,5000
Sleemanabad,Madhya Pradesh,MMTCC45667,CITY,,5000
Singhpur,Punjab,MMTCC45668,CITY,,5000
Raningpara,Gujarat,MMTCC45669,CITY,,5000
Daghiya,Gujarat,MMTCC45670,CITY,,5000
Chapda (madhya Pradesh),Madhya Pradesh,MMTCC45671,CITY,,530
Sakkamalpuram,Tamil Nadu,MMTCC45672,CITY,,5000
Gothawa,Gujarat,MMTCC45673,CITY,,5000
Ambalur,Tamil Nadu,MMTCC45674,CITY,,5000
Machavaram (telangana),Telangana,MMTCC50118,CITY,,5000
Deogaon,Odisha,MMTCC45676,CITY,,5000
Tara Nagar,Rajasthan,MMTCC45677,CITY,,5000
Bhalchhel,Gujarat,MMTCC45678,CITY,,5000
Nanpur (madhya pradesh),Madhya Pradesh,MMTCC50226,CITY,,5000
Mohana (Madhya Pradesh),Madhya Pradesh,MMTCC45679,CITY,,5000
Elankulam (Tirunelveli),Tamil Nadu,MMTCC45680,CITY,,5000
Pajod,Gujarat,MMTCC45681,CITY,,5000
Vadtra,Gujarat,MMTCC45682,CITY,,5000
Bansi (Up),Uttar Pradesh,MMTCC45683,CITY,,2292
Kulageri,Karnataka,MMTCC45684,CITY,,5000
Kherwa,Rajasthan,MMTCC45685,CITY,,5000
Vaked,Maharashtra,MMTCC45686,CITY,,5000
Remuna,Odisha,MMTCC45687,CITY,,5000
Teniwada(gujarat),Gujarat,MMTCC45688,CITY,,5000
Warisganj,Uttar Pradesh,MMTCC45689,CITY,,5000
Chhodavadi,Gujarat,MMTCC45690,CITY,,5000
Basugaon,Assam,MMTCC45691,CITY,,5000
Alamsar,Rajasthan,MMTCC45692,CITY,,5000
Lakshmipuram,Tamil Nadu,MMTCC45693,CITY,,5000
Nimla,Rajasthan,MMTCC45694,CITY,,5000
Nizamsagar Package,Telangana,MMTCC45695,CITY,,5000
Dharai,Gujarat,MMTCC11276,CITY,,5000
Ambilikkai,Tamil Nadu,MMTCC45696,CITY,,5000
Khajurada,Gujarat,MMTCC45697,CITY,,5000
Verul,Maharashtra,MMTCC45698,CITY,,5000
Arjuni,Chhattisgarh,MMTCC45699,CITY,,5000
Mangawan,Madhya Pradesh,MMTCC45700,CITY,,5000
Emmiganur(Bellary),Karnataka,MMTCC45701,CITY,,2646
Patodi,Haryana,MMTCC45702,CITY,,5000
Barh,Bihar,MMTCC45703,CITY,,5000
Kumbharmath,Maharashtra,MMTCC45704,CITY,,5000
Banjari,Bihar,MMTCC45705,CITY,,5000
Bhikhi,Punjab,MMTCC45706,CITY,,5000
Sankarna,Rajasthan,MMTCC45707,CITY,,5000
Kondamanjuluru,Andhra Pradesh,MMTCC45708,CITY,,5000
Shanichara,Madhya Pradesh,MMTCC45709,CITY,,5000
Jakhora,Uttar Pradesh,MMTCC45710,CITY,,5000
Tarnau,Rajasthan,MMTCC11718,CITY,,5000
Birahandi,Odisha,MMTCC45711,CITY,,5000
Bheda Pipaliya,Gujarat,MMTCC45712,CITY,,5000
Arjansukh,Gujarat,MMTCC45713,CITY,,5000
Ferokh,Kerala,MMTCC45714,CITY,,5000
Sivagnanapuram,Tamil Nadu,MMTCC45715,CITY,,5000
Depalpur (madhya Pradesh),Madhya Pradesh,MMTCC45716,CITY,,5000
Phulsar,Gujarat,MMTCC45717,CITY,,5000
Gitpahar,Chhattisgarh,MMTCC45718,CITY,,5000
Govindpali,Odisha,MMTCC45719,CITY,,5000
Thappukundu (Tamilnadu),Tamil Nadu,MMTCC45720,CITY,,2779
Gyanpur,Uttar Pradesh,MMTCC45721,CITY,,5000
Soro,Odisha,MMTCC45722,CITY,,5000
Ekalara,Maharashtra,MMTCC45723,CITY,,5000
Kumhari,Chhattisgarh,MMTCC45724,CITY,,5000
Tataniya,Gujarat,MMTCC45725,CITY,,5000
Sanosari,Gujarat,MMTCC45726,CITY,,5000
Tanda Kholi,Himachal Pradesh,MMTCC45727,CITY,,5000
Changodar,Gujarat,MMTCC45728,CITY,,5000
Ansing,Maharashtra,MMTCC45729,CITY,,5000
Jaisinagar,Madhya Pradesh,MMTCC45730,CITY,,5000
Nimaaj,Rajasthan,MMTCC45731,CITY,,5000
Jherda,Gujarat,MMTCC45732,CITY,,5000
Rewaghat,Bihar,MMTCC45733,CITY,,5000
Tariyani,Bihar,MMTCC45734,CITY,,5000
Kishangarh Bas,Rajasthan,MMTCC45735,CITY,,5000
Bagh,Madhya Pradesh,MMTCC45736,CITY,,5000
Itia Thok,Uttar Pradesh,MMTCC45737,CITY,,5000
Bagaha,Bihar,MMTCC45738,CITY,,5000
Dudhivadar (Patiyu),Gujarat,MMTCC45739,CITY,,5000
Omassery,Kerala,MMTCC45741,CITY,,5000
Dhrafa,Gujarat,MMTCC45742,CITY,,5000
Maniyor,Gujarat,MMTCC45743,CITY,,5000
Havtad,Gujarat,MMTCC45744,CITY,,5000
Fagu,Himachal Pradesh,MMTCC45745,CITY,,5000
Kathwada (Ahmedabad),Gujarat,MMTCC45746,CITY,,5000
Kagdadi,Gujarat,MMTCC45747,CITY,,5000
Lilakha,Gujarat,MMTCC45748,CITY,,5000
Rambotlavaripalem,Andhra Pradesh,MMTCC45749,CITY,,5000
Yermala (osmanabad),Maharashtra,MMTCC45750,CITY,,5000
Dhar Kalan,Punjab,MMTCC45751,CITY,,5000
Jetalvad,Gujarat,MMTCC45752,CITY,,5000
NENAVA,Gujarat,MMTCC12339,CITY,,5000
Damrala,Gujarat,MMTCC45753,CITY,,5000
Rani Ki Sarai,Uttar Pradesh,MMTCC45754,CITY,,5000
Sachha Khera,Haryana,MMTCC45755,CITY,,5000
Lalgarh,West Bengal,MMTCC45756,CITY,,5000
Cherpulassery,Kerala,MMTCC45757,CITY,,5000
Avudayanoor,Tamil Nadu,MMTCC45758,CITY,,5000
Jakh Malla,Uttarakhand,MMTCC45759,CITY,,5000
Amroli,Gujarat,MMTCC12474,CITY,,5000
Pipali Ahiraan,Rajasthan,MMTCC45760,CITY,,5000
Balenga,Chhattisgarh,MMTCC45761,CITY,,5000
Alasan,Rajasthan,MMTCC13219,CITY,,5000
Baraftana,Gujarat,MMTCC45762,CITY,,5000
Rasulabad,Uttar Pradesh,MMTCC45763,CITY,,5000
Kotda Pitha,Gujarat,MMTCC45764,CITY,,5000
Varul,Maharashtra,MMTCC45765,CITY,,5000
MOTA CHARODIYA,Gujarat,MMTCC12276,CITY,,5000
Andipur,West Bengal,MMTCC45766,CITY,,5000
Mudumalai / Theppakadu,Tamil Nadu,MMTCC45767,CITY,,5000
Yandapalli,Andhra Pradesh,MMTCC45768,CITY,,5000
Kelzar,Maharashtra,MMTCC45769,CITY,,5000
Vanavad Patia,Gujarat,MMTCC45770,CITY,,5000
Nimbgaon Jali,Maharashtra,MMTCC45771,CITY,,5000
Senthali,Gujarat,MMTCC45772,CITY,,5000
Talagana,Telangana,MMTCC45773,CITY,,5000
Aturgaon,Chhattisgarh,MMTCC45774,CITY,,5000
Simaldhar,Uttarakhand,MMTCC45775,CITY,,5000
Shahpurkandi,Punjab,MMTCC45776,CITY,,5000
Aantra,Rajasthan,MMTCC45777,CITY,,5000
Dhakoni,Madhya Pradesh,MMTCC45778,CITY,,5000
Dhunthiyan,Rajasthan,MMTCC45779,CITY,,5000
Gosalpur,Madhya Pradesh,MMTCC45780,CITY,,5000
Baikunth,Himachal Pradesh,MMTCC45781,CITY,,5000
Ahmedgarh,Punjab,MMTCC45782,CITY,,5000
Auniati Sattra,Assam,MMTCC45783,CITY,,5000
Veikalipatty,Tamil Nadu,MMTCC45784,CITY,,5000
Chhoti Safer,Rajasthan,MMTCC45785,CITY,,5000
Llapakurru,Andhra Pradesh,MMTCC45786,CITY,,5000
Bhorda,Rajasthan,MMTCC45787,CITY,,5000
Pulluvazhy,Kerala,MMTCC45788,CITY,,5000
Krishnapuram (rajapalayam),Kerala,MMTCC48702,CITY,,5000
Bithauli,Bihar,MMTCC45790,CITY,,5000
Punadipadu,Andhra Pradesh,MMTCC45791,CITY,,5000
Mannoor,Kerala,MMTCC45792,CITY,,5000
Raimoha,Maharashtra,MMTCC45793,CITY,,5000
Thippanampatti,Tamil Nadu,MMTCC45794,CITY,,5000
L N Puram,Karnataka,MMTCC45795,CITY,,5000
Radaur,Haryana,MMTCC45796,CITY,,5000
Rampura Chhota,Gujarat,MMTCC45797,CITY,,5000
Bhalvav,Gujarat,MMTCC45798,CITY,,5000
Sangarh,Punjab,MMTCC45799,CITY,,5000
Kolipura,Karnataka,MMTCC45800,CITY,,5000
Aliabada (Patiya),Gujarat,MMTCC45801,CITY,,5000
Sinor,Gujarat,MMTCC45802,CITY,,5000
Kundwa,Bihar,MMTCC45803,CITY,,5000
Raipura,Madhya Pradesh,MMTCC45804,CITY,,5000
Sevagram,Maharashtra,MMTCC45805,CITY,,5000
Khad Khambhadiya,Gujarat,MMTCC45806,CITY,,5000
Khakhriya,Gujarat,MMTCC45808,CITY,,5000
Barwali,Rajasthan,MMTCC45809,CITY,,5000
Haliwaw,Rajasthan,MMTCC45810,CITY,,5000
Kenchiya,Rajasthan,MMTCC9939,CITY,,5000
Veloor,Kerala,MMTCC9270,CITY,,5000
Bhongoan,Uttar Pradesh,MMTCC45811,CITY,,5000
Attappadi,Kerala,MMTCC45812,CITY,,5000
Nigana,Haryana,MMTCC45813,CITY,,5000
Ahiwara,Chhattisgarh,MMTCC45814,CITY,,5000
Pipaliya,Gujarat,MMTCC45815,CITY,,5000
Ajgaon,Maharashtra,MMTCC45816,CITY,,5000
Nani Kunkavav (Gujarat),Gujarat,MMTCC45817,CITY,,5000
Delwara,Rajasthan,MMTCC45818,CITY,,5000
Agolai,Rajasthan,MMTCC11674,CITY,,5000
Chincholi (karnataka),Karnataka,MMTCC45819,CITY,,5000
Tamkuhi Raj,Uttar Pradesh,MMTCC45821,CITY,,5000
Baramkela,Chhattisgarh,MMTCC45822,CITY,,5000
Mettuppalaiyam,Tamil Nadu,MMTCC45823,CITY,,5000
Nipaniya,Madhya Pradesh,MMTCC45824,CITY,,5000
Kharchiya(gujarat),Gujarat,MMTCC45825,CITY,,5000
Dholia,Rajasthan,MMTCC45826,CITY,,5000
Duttnagar,Himachal Pradesh,MMTCC45827,CITY,,5000
Baktara,Madhya Pradesh,MMTCC45828,CITY,,5000
Bindki,Uttar Pradesh,MMTCC45829,CITY,,5000
Valaradi,Gujarat,MMTCC45830,CITY,,5000
Morayur,Kerala,MMTCC45831,CITY,,5000
Nanpara,Uttar Pradesh,MMTCC7179,CITY,,2213
Dhakan Kunda Patiyu,Gujarat,MMTCC45832,CITY,,5000
Madathil,Kerala,MMTCC45833,CITY,,5000
Kerbana,Madhya Pradesh,MMTCC45834,CITY,,5000
Walla Dhaura,Uttarakhand,MMTCC45835,CITY,,5000
Krishnapara (Gujarat),Gujarat,MMTCC45836,CITY,,5000
Jawar,Madhya Pradesh,MMTCC10592,CITY,,5000
Alore,Maharashtra,MMTCC14403,CITY,,5000
Errabore,Chhattisgarh,MMTCC45837,CITY,,5000
Ambardi (gujarat),Gujarat,MMTCC45838,CITY,,2149
Polaiyarpuram(Tuticorin),Tamil Nadu,MMTCC45839,CITY,,5000
Asandiah,Chhattisgarh,MMTCC45840,CITY,,5000
Dudhwa (uttar Pradesh),Uttar Pradesh,MMTCC45841,CITY,,5000
Nimbahera Jatan,Rajasthan,MMTCC45842,CITY,,5000
Matwada,Telangana,MMTCC45843,CITY,,5000
Dusarbid,Maharashtra,MMTCC9399,CITY,,5000
Harsad,Gujarat,MMTCC45844,CITY,,5000
Khara,Rajasthan,MMTCC49360,CITY,,5000
Sipor,Gujarat,MMTCC45846,CITY,,5000
Alagapuri,Tamil Nadu,MMTCC45847,CITY,,5000
Patan(Mp),Madhya Pradesh,MMTCC45848,CITY,,5000
Behed,Maharashtra,MMTCC45849,CITY,,5000
Wakod,Maharashtra,MMTCC45850,CITY,,5000
Numaligarh Refinery Twp,Assam,MMTCC45851,CITY,,5000
Navabpalem,Andhra Pradesh,MMTCC45852,CITY,,5000
Khadgawan(chhattisgarh),Chhattisgarh,MMTCC45853,CITY,,5000
Manihari,Bihar,MMTCC45854,CITY,,5000
Narwali,Rajasthan,MMTCC45855,CITY,,5000
Barauli,Bihar,MMTCC45856,CITY,,5000
Magroni,Madhya Pradesh,MMTCC45857,CITY,,5000
Kuthalam(Nagapattinam),Tamil Nadu,MMTCC45858,CITY,,5000
Lamba Dabra,Rajasthan,MMTCC45859,CITY,,5000
Vaddiparru,Andhra Pradesh,MMTCC45860,CITY,,5000
Loni (Mp),Madhya Pradesh,MMTCC45861,CITY,,5000
Asanbani,Jharkhand,MMTCC45862,CITY,,5000
Herikudru,Karnataka,MMTCC45863,CITY,,5000
Jamvali,Gujarat,MMTCC45864,CITY,,5000
Pirawa,Rajasthan,MMTCC45865,CITY,,5000
Pipalkhunt,Rajasthan,MMTCC45866,CITY,,5000
Kantilo,Odisha,MMTCC45867,CITY,,5000
Chittur (karnataka),Karnataka,MMTCC50062,CITY,,5000
Biharigarh,Uttar Pradesh,MMTCC45868,CITY,,5000
Amnari,Jharkhand,MMTCC45870,CITY,,5000
Nava Pipaliya,Gujarat,MMTCC45871,CITY,,5000
Navi Dhari Gundali,Gujarat,MMTCC45872,CITY,,5000
Mhow Gaon,Madhya Pradesh,MMTCC45873,CITY,,5000
Vikaliya,Gujarat,MMTCC45874,CITY,,5000
Kilpady,Karnataka,MMTCC45875,CITY,,5000
Baloda Bazar,Chhattisgarh,MMTCC45876,CITY,,5000
Garmali,Gujarat,MMTCC45877,CITY,,5000
Mota Bhandariya(gujarat),Gujarat,MMTCC45878,CITY,,5000
Narayanganj (madhya pradesh),Dhaka Division,MMTCC48813,CITY,,5000
Nampur,Maharashtra,MMTCC45880,CITY,,5000
Thiruvithamcode,Tamil Nadu,MMTCC45881,CITY,,5000
Koradi,Maharashtra,MMTCC45882,CITY,,5000
Ranawas,Rajasthan,MMTCC45883,CITY,,5000
Pudukudi,Tamil Nadu,MMTCC45884,CITY,,5000
Nohta,Madhya Pradesh,MMTCC45885,CITY,,5000
Dhamangaon,Maharashtra,MMTCC45886,CITY,,5000
Gamharia (Bihar),Bihar,MMTCC45887,CITY,,5000
Khoja Beraja,Gujarat,MMTCC45888,CITY,,5000
Nava Ujala,Gujarat,MMTCC45889,CITY,,5000
Gangoh,Uttar Pradesh,MMTCC45890,CITY,,5000
Gheu,Rajasthan,MMTCC45891,CITY,,5000
Kairana,Uttar Pradesh,MMTCC45892,CITY,,5000
Boradi,Maharashtra,MMTCC45893,CITY,,5000
Balachaur,Punjab,MMTCC45894,CITY,,5000
Kotamgaon,Maharashtra,MMTCC45895,CITY,,5000
Kallakudi (Trichy),Tamil Nadu,MMTCC45896,CITY,,5000
Erumely North,Kerala,MMTCC45897,CITY,,5000
Paprenda,Uttar Pradesh,MMTCC45898,CITY,,5000
Kanota,Rajasthan,MMTCC45899,CITY,,5000
Ratidhar,Gujarat,MMTCC45900,CITY,,5000
Chhathiyarda,Gujarat,MMTCC45901,CITY,,5000
Umbarwadi(maharashtra),Maharashtra,MMTCC45902,CITY,,5000
Shedhavadar,Gujarat,MMTCC45903,CITY,,5000
Goraganamudi,Andhra Pradesh,MMTCC45904,CITY,,5000
Patshal,Uttar Pradesh,MMTCC45905,CITY,,5000
Moondradaippu (Tirunelveli),Tamil Nadu,MMTCC45906,CITY,,5000
Faidani,Rajasthan,MMTCC45907,CITY,,5000
Jamalpur,Bihar,MMTCC45908,CITY,,5000
Mardasgaon,Maharashtra,MMTCC45909,CITY,,5000
Parabvavdi,Gujarat,MMTCC45910,CITY,,5000
Devalki,Gujarat,MMTCC45911,CITY,,5000
Watangi (Maharashtra),Maharashtra,MMTCC45912,CITY,,5000
Sajantimba,Gujarat,MMTCC45913,CITY,,5000
Kalanaur,Punjab,MMTCC45914,CITY,,5000
Chakrawa,Uttar Pradesh,MMTCC45915,CITY,,5000
Sapatgram,Assam,MMTCC45916,CITY,,5000
Katneshwar,Maharashtra,MMTCC45917,CITY,,5000
Jui Khurd,Haryana,MMTCC45918,CITY,,5000
Mangadh,Uttar Pradesh,MMTCC45919,CITY,,5000
Ratanpura,Uttar Pradesh,MMTCC45920,CITY,,5000
Barapal,Rajasthan,MMTCC45921,CITY,,5000
Nuagam,Odisha,MMTCC45922,CITY,,5000
Neri Bk,Maharashtra,MMTCC45923,CITY,,5000
Kenduadih,Jharkhand,MMTCC45924,CITY,,5000
Karsiyang,West Bengal,MMTCC45925,CITY,,5000
Patan Vav,Gujarat,MMTCC45926,CITY,,5000
Shahabad (Up),Uttar Pradesh,MMTCC45927,CITY,,5000
Ranakot,Uttarakhand,MMTCC45928,CITY,,5000
Taragadi,Gujarat,MMTCC45929,CITY,,5000
Aurangabad (Hr),Haryana,MMTCC45930,CITY,,5000
Dhrufania,Gujarat,MMTCC45931,CITY,,5000
Piyava Gir,Gujarat,MMTCC45932,CITY,,5000
Chandore (raigad),Maharashtra,MMTCC45933,CITY,,5000
Tilhar,Uttar Pradesh,MMTCC45934,CITY,,5000
Dudhala 2,Gujarat,MMTCC45935,CITY,,5000
Khudaganj,Uttar Pradesh,MMTCC45936,CITY,,5000
Sambha,Maharashtra,MMTCC45937,CITY,,5000
Velidandla (andhra Pradesh),Andhra Pradesh,MMTCC45938,CITY,,5000
Tarhadi,Maharashtra,MMTCC45939,CITY,,5000
Dhunai,Gujarat,MMTCC45940,CITY,,5000
Hasanpur,Uttar Pradesh,MMTCC45941,CITY,,5000
Pathur,Telangana,MMTCC45942,CITY,,5000
Girora,Uttar Pradesh,MMTCC45943,CITY,,5000
Chuari,Himachal Pradesh,MMTCC45944,CITY,,5000
Muthanoor(Tuticorin),Tamil Nadu,MMTCC45945,CITY,,5000
Jarwal Road,Uttar Pradesh,MMTCC45946,CITY,,2646
Gothra,Rajasthan,MMTCC45947,CITY,,5000
Rabakavi,Karnataka,MMTCC1750,CITY,,5000
Mongra Gahan,Chhattisgarh,MMTCC45948,CITY,,5000
Pudukad,Kerala,MMTCC45949,CITY,,5000
Thekma,Uttar Pradesh,MMTCC45950,CITY,,2967
Barwada,Rajasthan,MMTCC45951,CITY,,5000
Pilkhod,Maharashtra,MMTCC45952,CITY,,5000
Kandalur,Tamil Nadu,MMTCC45953,CITY,,5000
Baheri,Uttar Pradesh,MMTCC45954,CITY,,5000
Thoradi,Gujarat,MMTCC45955,CITY,,5000
Majri,Maharashtra,MMTCC45956,CITY,,5000
Thordi,Gujarat,MMTCC45957,CITY,,5000
Ambapura,Gujarat,MMTCC45958,CITY,,5000
Mota Panchsara,Gujarat,MMTCC45959,CITY,,5000
Motakapaya,Gujarat,MMTCC45960,CITY,,5000
Dhinkli,Rajasthan,MMTCC45961,CITY,,5000
